Group,x,y,t,s
T,-1.291647887,-120.1966915,0,0
R,-51.60067413,146.3219012,0,1
S,34.4133421,-488.3604715,0,1
U,-25.61135681,111.1171575,1,0
R,16.49582511,106.5023542,0,0
S,21.25028944,-218.8064755,0,1
S,-8.998115175,-203.0307028,0,0
R,9.949523448,183.3116906,0,0
R,7.311428807,346.3669895,0,0
T,-27.78285918,-151.3251731,0,0
R,-19.79485608,376.8028239,0,0
U,-55.25400435,-7.838412775,1,0
S,-28.37858756,121.4516355,0,1
T,-23.2172191,-143.6016202,0,0
T,-23.7596455,-362.6218592,0,1
R,9.854862131,332.3307705,0,0
U,-9.544940412,-79.06397382,1,1
S,-27.73156513,-83.83776405,1,1
T,-2.429875336,-287.7829353,0,1
S,-15.07931157,-191.0800134,0,1
R,-14.56354083,337.2296685,0,0
U,-33.78873606,-155.2097672,1,1
T,-20.94191134,-269.1762014,0,1
T,-24.01405044,-17.43486802,0,0
S,1.406356849,-56.34816334,0,0
T,-17.79297163,-162.1507841,0,1
U,-26.85024115,-172.2970677,0,1
T,-0.21469392,-335.806551,0,1
T,-12.34250195,-266.05418,0,1
U,-35.18118469,7.441851993,1,1
S,-27.39015855,136.6517303,1,1
R,-7.140906987,203.5071728,0,0
T,-35.90195199,-240.3919424,0,0
R,-22.96766717,166.9228359,0,1
T,-18.38905063,-47.87639753,0,1
T,-17.22789745,-348.7858438,0,0
R,-10.62362833,126.0046356,0,0
T,-22.35162102,-344.6860284,0,0
S,-20.69018068,-106.9225646,0,0
U,-38.68174883,-137.5496646,1,0
S,-27.42880476,32.12817596,0,0
T,-30.49010109,-158.1729519,0,1
R,18.84125752,7.464529271,0,1
U,-42.24040915,5.99429927,1,1
U,-26.35475844,183.8870165,1,1
U,-60.07853573,88.81780539,1,1
R,3.749593803,249.21329,0,0
T,-29.66152859,-67.23788495,0,1
U,-27.13142627,-236.3385587,1,1
R,-1.193202539,344.8241546,0,0
S,-7.701827499,-27.77781106,0,0
U,-35.6029516,310.2637916,1,1
U,-33.44549468,-123.5027397,1,0
R,2.922519415,99.40621658,0,1
S,-52.60499586,76.789185,0,1
R,-14.73241886,272.5439124,0,0
T,-19.33922978,-168.7004321,0,1
U,-24.37670741,-331.2665571,1,0
T,-16.22971668,-227.4362349,0,0
S,-1.924482859,-240.5253453,0,1
S,-14.59192191,-217.4888629,0,0
T,-23.2446041,-285.1753179,0,0
S,-30.5942611,111.0913088,0,0
T,7.583749081,-137.9481932,0,1
R,-4.356711792,184.4563648,0,1
R,-4.59184229,302.3290463,0,1
U,-33.3581738,-33.49500897,1,0
R,4.281899732,227.6283866,0,0
S,-52.13848418,356.4154436,0,0
U,-9.780122072,-208.090041,0,0
S,-71.81109344,72.112496,1,1
U,66.90747969,-608.8719776,1,0
R,-3.672075628,15.60621336,0,1
U,15.78550013,-180.7577738,1,0
U,-20.22262528,-159.9320725,1,1
R,-17.11533179,-88.00933648,0,1
U,-32.90322448,-226.4652835,1,1
S,-18.92416949,164.4929824,0,0
R,2.860947991,127.8384024,0,1
S,5.276819062,-17.12447536,0,1
U,-60.75487489,178.8542531,1,1
T,-21.43638076,-104.6856373,0,0
U,10.62417564,-193.9940801,1,1
T,-6.220871612,-253.4021097,1,1
U,31.52339488,-419.7616681,1,1
U,-69.82726465,-73.75425853,1,0
T,-28.60418826,-143.8618169,0,1
S,-14.84200512,0.722627479,0,0
S,-11.44145912,77.19113852,0,1
R,-2.536586907,192.4541943,0,1
T,8.340984415,-362.8557001,0,0
R,-27.09755894,19.76152744,0,0
T,-12.44550056,-142.7553285,0,0
R,-23.84223048,200.548102,0,0
U,-8.914864187,-59.99981646,1,0
U,-24.4368782,-139.9578688,1,0
U,-38.41920199,4.02498298,0,0
U,-18.03990205,-255.8573951,1,0
S,-56.79349925,173.4408871,0,0
U,-29.90577258,-75.96991337,0,0
U,23.17450244,-706.4296328,0,0
T,-2.997216686,-328.7426883,0,1
S,-28.2751603,-0.981303801,0,0
T,-36.13096988,-63.01438453,0,0
R,-11.82314609,93.73861537,0,1
U,-7.090529577,-102.154237,0,0
U,44.86535653,-684.4841207,0,1
R,-47.59156355,163.9154286,0,1
U,-19.09590422,-245.3255312,1,1
S,-28.11578469,-3.632264691,0,0
S,-29.03719544,-157.6177065,0,0
R,-16.83598468,335.1751094,0,0
S,24.51980356,-568.8601055,0,1
T,-18.15220098,-330.9499113,0,1
U,-2.751486203,-80.97985893,1,1
S,-14.41253646,-144.7901493,0,1
R,-3.125016116,412.8840323,0,0
U,4.337412421,-372.3455729,1,0
U,-58.27521016,293.4253005,1,1
U,-15.49725136,-423.4901464,1,1
T,-9.380585491,-495.679622,0,0
U,-29.76993007,75.03558099,1,0
S,-11.8077549,-30.62450439,0,0
S,41.61785219,-397.73682,0,1
R,-29.10229411,276.8335181,0,1
T,-32.38775293,-181.1775062,0,1
U,13.59045129,-278.2998618,1,1
U,17.42122426,-541.8410496,0,0
S,-43.77200933,-114.877067,0,1
T,-28.43850409,-374.3625137,0,1
U,11.66569721,-181.1922162,1,1
R,-2.091178951,280.9254509,0,1
T,-12.31168723,-286.8386031,0,1
U,-12.10924688,-114.6068433,1,1
S,4.491598252,-38.04353198,0,1
T,-2.160274621,-66.64760909,0,1
T,-13.65077569,-124.0169925,0,0
U,-22.64094165,-18.5489833,1,1
T,-13.88806465,-368.4671647,0,1
S,-13.35063292,54.67201771,0,1
R,-28.378254,103.4502092,0,0
R,-18.69228913,60.43381687,0,1
T,-16.14083226,-181.2895537,0,1
S,-1.213564173,-130.0073497,0,1
S,-33.94167489,-13.02188696,0,0
S,3.317075163,-426.6388371,0,1
S,-22.6521589,-246.6802969,0,0
S,-22.71079195,-3.584378836,0,1
R,-24.52535541,381.1340034,0,0
T,10.38500387,-170.567395,0,0
R,-8.555284609,180.1069458,0,1
S,-23.58422777,-297.1985007,0,0
T,-10.9120874,-340.2855933,0,0
R,5.064662552,171.0663693,0,0
S,-48.524036,-264.6530395,0,1
T,6.152137021,-163.0062245,0,1
S,-8.240358831,-391.9045248,0,0
T,-19.11612156,-433.7304206,0,1
T,-3.997351458,-123.9093701,0,0
R,-9.852351226,148.6172112,0,1
T,-30.00831319,-226.6225822,0,0
T,-11.83685616,-221.1867234,0,1
S,4.075491955,53.94695033,0,0
T,-17.8311696,-416.4779305,0,0
U,-7.559789505,-244.6189821,0,1
U,-6.334643793,-223.7263481,1,1
S,-23.26811647,308.3572171,0,0
T,10.32089479,-441.0698471,0,1
U,-36.86039829,91.24788522,1,1
R,-23.29853878,340.3624098,0,1
T,-22.20236091,-215.0811683,0,1
T,-6.222923868,-85.63377311,0,0
T,-10.03331852,224.8027047,0,0
R,10.29384169,110.8377773,0,1
U,3.181848883,-364.8534194,1,1
R,20.69527988,241.8542959,0,1
R,-57.76432319,427.8121325,0,1
U,-45.61244698,135.7199599,0,0
R,-22.31993115,210.2949612,0,1
R,-30.58439978,171.3936798,0,0
T,5.725795167,-223.1607017,0,0
S,9.040094705,-414.5615053,0,0
R,-27.01436041,157.7118,0,1
S,32.57639075,-338.9285512,0,1
S,-20.23100381,67.53680838,0,0
R,-20.3930797,325.6971233,0,0
S,9.894663244,-181.8906881,0,0
R,-6.52243076,15.08040031,0,0
T,-10.78303368,-221.2969456,0,1
U,-9.82762384,-463.4427841,1,1
R,-27.33152275,188.2321168,0,1
U,-65.3551842,448.8663994,1,0
R,-26.21228779,318.1501696,0,1
T,-18.46710021,-346.158198,0,0
R,-15.95503318,238.7016511,0,1
T,5.208442373,-358.9713879,0,0
T,-13.45676052,-254.1495376,0,1
R,-15.31828948,97.88712026,0,0
T,-23.02421054,136.4024243,0,0
S,11.28590738,-478.9949537,0,1
R,23.73662613,97.38555944,0,0
R,-31.06437841,197.0404248,0,0
U,-61.41336565,-5.085455299,1,1
S,-9.722344085,-90.88306026,0,0
U,-26.99437073,53.2102272,0,0
U,21.39848509,-392.7166704,1,0
S,-19.4147079,143.3925209,1,1
T,-16.81521238,-292.359074,0,1
S,8.234375701,-187.0420274,0,1
T,-4.092685463,-27.11575245,0,1
S,-17.53087646,-74.23975555,0,1
S,-34.25609829,-148.0906964,0,1
T,8.976178132,-463.4060538,0,1
T,-27.44221044,-363.7919034,0,0
S,18.67467524,-391.3015284,0,1
T,-1.281982154,-290.9256255,0,0
U,5.191141292,-230.2511884,1,1
R,-5.852389148,106.5406594,0,0
U,-7.34136,-233.2778002,0,0
U,-25.61346838,-256.2490797,1,1
R,-31.5923386,193.7522216,0,1
T,-2.15609517,-517.5022674,0,0
R,-27.50454363,161.3325476,0,1
R,26.11679626,299.2720834,0,1
S,28.77290238,-140.2846441,0,0
S,-33.21362423,-160.6829334,0,0
U,-50.0936794,219.4827173,1,1
T,8.901493459,-99.4159447,0,1
U,-25.50462825,-63.56887887,1,0
S,6.48035348,-162.1005523,0,0
S,-30.93958264,120.9104279,0,0
R,-25.30824325,16.56385908,0,0
U,0.851999081,-43.26352594,1,1
S,-13.3291641,-221.6480511,0,0
U,6.451018788,-337.3752911,1,0
R,0.89216297,275.1184423,0,1
S,-40.50819767,197.5977888,0,1
U,-24.45131846,156.6952863,1,1
T,-15.64792737,-400.3950927,0,0
S,7.644645361,18.6880856,0,1
R,0.298455166,208.1775973,0,1
U,-14.14107701,-181.7491838,1,1
U,5.330021884,-292.7649894,1,1
R,-16.70526696,167.3057327,0,0
U,-6.042642245,-633.5437709,1,0
T,-10.64748109,-232.7897742,0,1
T,-8.16994172,-324.6130634,0,1
S,0.378640298,-57.36218187,1,1
S,-35.40661892,-204.8644941,0,1
T,-11.46986703,-273.9911098,0,0
S,20.03258842,3.281140238,0,1
S,-42.26702339,18.32452162,0,0
R,28.44951953,-130.8675192,0,1
U,-84.32602624,475.4636882,1,1
S,-21.03710574,57.53557095,0,0
T,-12.0796048,-402.2908569,0,0
R,-4.434405816,172.7754009,0,0
S,17.88190209,-324.2323666,0,0
R,0.903859028,236.3110087,0,1
R,-4.574765235,264.7649848,0,0
T,-29.48921107,-61.15574958,0,0
T,-20.18948673,-405.0748662,0,0
T,-29.83670583,-298.57332,0,0
R,-3.022720058,-38.44315633,0,0
U,-8.541702556,24.29653485,1,0
T,-10.93526274,-214.9277333,0,0
S,3.544647613,-164.7779759,0,0
T,-23.28376155,-160.4519015,0,0
T,-6.756417517,-145.298275,0,1
R,-8.276051337,107.1016865,0,1
T,-36.36603208,-275.8638695,0,1
T,-9.559282487,-156.7580007,0,0
R,12.07844406,187.474038,0,1
R,-52.4493028,233.7453085,0,0
R,-2.793752062,273.9213939,0,0
R,-3.487322917,160.2896835,0,1
U,-48.34036281,-60.31479765,0,0
T,-14.31537034,-200.8446247,0,0
U,-39.36987943,140.2145562,1,0
T,-11.65718081,-109.6262955,0,1
S,44.6663475,-638.7442383,0,0
S,-50.51932552,232.9060978,0,0
S,-3.397619692,89.38949022,0,0
R,9.263186268,63.93679519,0,0
S,-24.06889119,-270.8651583,0,1
R,-23.62740777,149.1689092,0,1
R,-3.226141657,193.0769322,0,1
U,-31.45066786,-245.9643162,1,1
R,-7.26593583,66.64810196,0,0
T,-26.55072184,-177.2669104,0,0
U,-2.486522369,-315.3165707,1,0
S,-46.04250572,311.7921977,0,0
U,-27.95032423,6.86509385,0,0
S,-22.92075545,-143.2688772,0,0
S,-11.33735884,-162.579511,0,1
S,0.905077633,-136.4493197,0,0
S,-19.44891171,118.9158284,0,1
T,-24.08922984,-5.477333823,0,0
R,-1.075631058,224.6843445,0,0
U,-6.377933767,-64.64669512,1,1
U,-34.18633315,-298.072522,1,1
U,-30.28586383,21.21711421,1,1
R,-35.02758679,242.2443286,0,1
R,-39.94348037,167.1085095,0,1
U,-62.0879843,16.58669455,1,1
S,7.231321539,-231.2270264,0,0
S,8.1171775,-389.1640226,0,0
U,-5.328799892,-112.9317334,1,1
R,2.456084432,-7.060461935,0,1
T,-22.92735719,-197.1967788,0,1
U,-7.830792332,-166.0220701,1,0
R,-28.75149942,379.5186999,0,0
U,48.26616593,-484.2521727,1,1
R,-7.978149378,125.9819654,0,0
R,-7.546846992,157.6060291,0,0
S,-19.87042753,105.7045732,0,1
U,-30.52343105,185.8908346,1,1
S,-9.173817806,-155.479178,1,0
S,6.396051928,-160.0476996,0,0
S,-59.09782051,100.7226602,0,0
T,0.938948224,-96.98823725,0,1
U,3.221645098,-174.4809846,1,1
R,-30.78389685,42.69169183,0,1
U,-46.61392428,27.98764548,1,1
R,2.7049698,179.8978599,0,0
S,-29.79606902,-305.9288639,0,0
S,-52.98613085,117.22194,0,1
S,-1.608114484,-148.1271587,0,0
R,-2.581400208,269.9765927,0,0
T,-22.08170882,-18.64009288,0,0
U,13.30055276,-286.1612054,0,1
S,-28.14162685,284.8456116,0,0
R,-18.12199069,208.5477172,0,1
T,-6.187546827,3.720517959,0,1
T,-28.8136037,-46.94741338,0,0
U,-46.83205418,37.43551927,1,1
U,-18.08821392,-118.694991,0,1
R,-15.63274531,316.1971709,0,1
T,-41.02818022,-259.6896329,0,1
S,-18.08099066,-78.49787062,1,0
T,-24.1780828,-150.784875,0,1
R,-6.049392891,238.0803246,0,1
R,-16.70183855,38.68457628,0,1
T,-11.36438862,-444.679635,0,0
S,17.90090291,-526.4682055,0,0
T,-9.408005556,-427.0366065,0,0
U,-19.26622137,-12.26563249,0,0
S,-14.94321941,-225.1144172,0,1
S,12.65215205,-207.7591121,0,1
S,-8.823560948,-7.641215792,0,1
S,29.18629507,-235.6152998,0,0
S,-73.0271179,283.6294213,0,0
S,-5.041127088,-87.75461192,0,0
U,-32.78641327,165.9443822,1,1
T,-19.66111511,42.84418586,0,1
R,2.49301964,228.6781984,0,1
R,10.5133288,242.9234884,0,1
T,-18.47506894,-193.491479,0,1
R,-16.25226739,442.9298432,0,1
T,-26.94951986,-411.0030908,0,1
S,-57.67218778,290.9368603,0,1
T,-25.21028519,-264.3991113,0,0
T,-23.99827681,-106.0385604,0,0
S,-46.54399194,249.7906893,0,1
R,-36.91928095,17.53340319,0,1
R,4.064988844,15.05211026,0,1
R,-50.25053133,214.2660812,0,0
R,-8.421311076,110.6164588,0,0
U,-28.46866299,-23.59274756,1,0
S,1.596766887,-403.6733483,0,1
S,-2.434233491,-131.3015508,0,1
U,-11.05534112,-98.35933289,1,1
T,-25.20761306,21.04849452,0,1
T,-18.69390205,-130.3842823,0,0
R,-15.32404371,86.68161387,0,1
T,-36.68245159,-335.900792,0,0
S,7.15849171,62.44616092,0,0
U,-54.11619967,0.053799752,1,1
R,-2.120772962,199.1388828,0,1
T,-32.01715015,-207.5829741,0,0
S,33.95754265,-102.9674493,0,0
T,-41.87704769,-488.8209056,0,1
T,-39.47315667,12.21040094,0,1
R,-31.32566949,316.9397984,0,0
R,-35.22390441,440.6220797,0,0
S,11.0773244,-328.7234488,0,0
R,-9.927875485,211.5180083,0,1
U,-55.57935321,288.2290932,0,0
S,-22.58176905,208.5895547,0,0
T,-24.32785282,-291.0661403,0,0
U,26.38828617,-434.2753556,1,1
R,10.58638001,18.19920845,0,0
U,-24.46549919,-195.9369164,1,0
U,-67.28215872,221.1366186,1,0
U,-30.84718435,-37.40579323,0,0
R,3.511464806,89.04205622,0,0
T,-14.9642389,-429.3206514,0,1
U,14.7741411,-643.5720496,0,0
R,-1.532465291,171.8610729,0,1
U,-30.98544431,76.87512398,1,1
S,5.468246855,92.05444994,0,1
T,-10.15249582,-133.7995165,0,1
T,1.563371839,-58.43297129,0,1
U,-16.90234389,67.31874651,1,1
T,-14.21552059,0.959735674,0,1
U,28.50914435,-590.880243,1,1
R,-9.097486179,241.6413723,0,0
U,-7.305817112,-334.8529345,1,1
S,13.6443218,-397.2320281,0,0
S,0.223640448,-107.4262504,0,1
U,-32.94819632,-61.10874344,0,1
T,-30.06613024,-286.0464184,0,1
T,-22.11067999,-232.7109508,0,0
S,-12.05746853,-75.71168626,0,0
U,-16.52519633,-357.3323209,1,1
S,-31.56565971,-93.09279834,0,1
S,-32.56654368,291.5965573,0,1
R,-22.32815767,80.81590999,0,0
S,17.98760001,-117.0587473,0,1
R,-27.60389176,-40.22404942,0,1
T,-5.686568016,-324.1168895,0,1
S,-19.98910096,-138.5605725,0,1
U,2.706644245,-184.8985478,0,1
S,2.852980394,-244.5263327,0,1
S,-18.19351729,-140.8037065,0,1
R,-11.13891585,199.4896274,0,0
U,33.62667369,-613.0330958,1,1
T,-16.812732,-407.4152365,0,0
R,-8.257836438,200.2274517,0,0
R,-7.896331543,102.6445137,0,1
U,-26.77583093,55.57995082,0,0
R,-25.33679227,185.5629311,0,0
U,-20.76614273,-11.9912596,0,1
R,-39.51696661,156.6285203,0,1
R,-8.977414402,386.6307074,0,0
U,0.974494589,-200.6456116,0,1
S,-3.82873673,-252.2181338,0,0
U,-44.47825125,-19.02479261,1,1
S,-5.61962567,57.00350742,0,0
T,-19.86588696,-86.43032044,0,1
S,-52.86830406,125.1701428,0,0
S,1.65834262,105.8636989,1,1
T,-8.70248402,-261.0688568,0,0
T,-19.4902598,-126.6482371,0,1
S,3.477525054,11.29900387,0,1
T,-6.218723646,-280.9736908,0,0
R,-11.18313384,389.1664848,0,1
U,-14.29083975,-30.85973752,0,0
T,-20.31384404,-480.0913236,0,0
S,-31.15156266,189.0128605,0,0
U,-9.337601841,-274.3095901,1,1
T,-18.70351707,-356.8072826,0,0
U,-61.61243339,220.1173933,1,0
R,-1.968969085,476.2986999,0,1
T,-5.491013862,-453.5146097,0,1
S,18.69301675,-164.4237018,1,0
S,-36.75515637,223.4601418,0,0
R,-3.090958146,156.0111493,0,1
T,-10.55956556,70.30798877,0,0
U,-24.89967396,-140.0376102,0,1
T,-16.82291377,-118.6699508,0,0
R,-17.28653787,-20.6352654,0,1
R,-5.548007526,319.3205403,0,1
T,-19.58282386,-132.5213046,0,0
U,-0.294775151,-384.4958059,0,0
U,13.69985392,-499.3104184,0,0
S,-39.44465127,254.1143315,0,0
U,-24.24693597,-138.5806592,1,1
S,-11.42135159,-282.7104214,0,0
S,38.96073225,-517.8492599,0,0
U,24.48792507,-462.6440076,1,1
T,-35.55749377,-48.76399679,0,0
S,22.29964296,-128.4512223,0,0
S,-19.37649852,57.89801136,0,1
S,-17.33817307,34.28058286,0,0
U,-25.18142497,-26.6686601,0,0
T,-9.757075791,-288.2292958,0,1
R,-29.45578372,245.2136993,0,1
S,-13.98603277,129.514198,0,0
R,-18.25390997,216.0383467,0,1
S,38.75234948,-265.7209335,0,1
T,7.416732294,-238.9979135,0,1
U,-8.279589505,-99.43734699,0,1
U,-6.824760983,-292.413857,1,1
S,6.070580699,-356.8989828,0,0
U,-25.53990823,-72.20877378,1,1
S,-26.49164728,-172.8440317,0,0
R,-46.08512525,287.6957502,0,1
R,2.238043009,175.0516655,0,1
R,-11.45942667,285.0416897,0,0
T,-13.32944902,-34.0067439,0,1
R,-31.58125932,219.9569643,0,1
S,13.69191697,-386.9628377,0,0
S,10.21332827,-389.570498,0,1
T,-10.39110173,-266.8459545,0,0
R,-13.34873352,141.7714425,0,1
S,2.159494493,-289.015885,0,0
U,-12.77851342,-73.56535105,1,1
U,16.67350137,-201.6739979,1,1
S,-54.70011144,346.9532601,0,0
U,-42.49585546,-195.8842664,0,0
T,-40.00687489,-208.314443,0,1
T,-19.45875572,-175.9354232,0,0
S,5.846744334,-104.5874972,0,0
T,-26.84147675,-158.4494639,0,1
T,-8.28759162,-124.6965829,0,1
U,-6.931457134,-148.1038261,1,0
R,-19.03369582,155.7280207,0,1
T,2.402342104,-444.3211032,0,0
U,-85.15290922,475.3663905,1,0
T,-7.833794186,-422.2063297,0,0
U,-60.66012682,113.6867872,1,1
S,54.75456765,-380.6427826,0,0
R,-13.76399566,-134.3050741,0,0
R,-43.25228662,214.1791928,0,0
S,-46.83616262,-61.14923368,0,1
S,-3.816705654,-293.3927718,0,0
S,35.66216341,-340.8267961,0,1
R,-29.66283683,323.9594881,0,1
T,1.937914758,-191.7100589,0,0
T,-18.31703439,-262.6628116,0,1
U,-1.540758734,-410.0301122,0,0
S,-23.00166791,-337.1452953,0,0
U,-59.5833527,347.0864828,0,1
S,14.13128689,55.86341232,0,1
U,-47.08347019,154.529926,0,1
S,-24.7562838,-88.58502222,0,0
S,-51.93677232,-28.51909324,0,0
S,-16.80852965,-89.54115224,0,1
R,8.3849011,126.3857638,0,1
R,-29.00540568,240.5364022,0,0
S,-23.77107937,-295.2957449,0,1
U,-12.93107089,55.86830369,0,1
S,21.38921085,-515.3259801,0,1
R,6.653557945,104.0602572,0,0
S,-11.24767788,31.11324393,0,0
T,-19.81673625,-163.634708,0,0
S,-18.37879024,-104.2939832,0,0
T,-17.39182981,-142.1039866,1,1
S,15.77179336,-298.5624772,0,0
U,-42.97104966,249.4634777,1,1
U,-3.350780029,-196.3582376,1,1
R,-12.24624592,-104.1445402,0,1
T,-7.418122885,-357.079464,0,0
R,-21.21674196,364.4965569,0,1
R,-4.472624796,221.9931294,0,1
R,-7.237973927,189.0448429,0,1
U,-33.41551235,15.2415649,1,0
R,-39.44562759,297.6183301,0,0
U,-17.96185992,-115.0759469,1,1
S,-70.91300404,137.1289379,0,1
T,-17.85413648,-317.0791391,0,0
R,-1.454680652,239.0884765,0,0
T,8.903914764,-299.9692434,0,1
S,-20.63271957,45.66929186,0,0
S,-6.540232629,-172.0094392,1,1
S,0.285854932,-161.9053663,0,1
U,-37.4726534,96.8504302,0,1
T,-32.09482077,-208.659278,0,1
R,-18.4874178,266.3388291,0,1
U,33.61717973,-719.2746101,1,1
U,27.08286648,-439.4145078,0,1
S,-6.704492557,-89.45436297,0,0
S,-51.23870953,264.2343048,0,0
U,-10.92627497,-279.3953845,0,0
T,-18.27428484,-70.1910485,0,0
T,-14.94246901,-264.2243111,0,1
U,7.292722702,-385.5956284,1,0
R,-21.16350474,207.6243417,0,1
U,-7.435995584,137.5530019,1,1
T,-47.76643218,-203.8834123,0,0
R,-28.24364797,219.0006087,0,1
U,-1.979388058,-142.0433289,0,1
U,-25.57270685,-34.02573416,1,1
R,12.28393993,211.2017055,0,0
S,-53.1480331,-101.3838746,0,0
U,17.71278306,-457.2191148,1,0
U,-0.754225835,-237.0940787,1,1
T,13.35023304,-218.2620753,0,0
S,-32.58842674,-188.7094138,0,1
R,-14.70024496,188.0298261,0,1
U,-37.6733964,-103.4904286,0,1
S,-28.78217574,-157.8348189,0,1
R,-14.82668952,49.26106096,0,0
S,-1.442074725,-49.99694509,0,0
S,8.172669937,-82.13923868,0,1
T,-18.59203164,-390.9502631,0,0
R,-10.51933158,390.3542816,0,1
U,-14.31997841,-103.7204906,1,0
S,-50.34730275,-63.52397217,0,1
R,-0.360486375,-59.25563614,0,0
T,19.34188541,-650.9832423,0,1
R,-16.75248174,514.133832,0,1
T,-3.651507395,-37.83343741,0,0
S,-19.79412769,-205.7275382,0,0
S,-35.13510164,-65.69214556,0,1
T,8.417200891,-226.1303369,0,1
R,-23.53054339,218.9476335,0,0
T,-14.90550244,-205.9361129,0,1
T,-28.69585011,-268.7892972,0,1
S,6.738185306,-420.017678,0,0
U,-21.17462818,-163.6562627,1,1
U,-31.49380748,-126.5457116,0,1
T,-23.85792345,-107.1158633,0,0
R,-14.84356888,171.2219124,0,1
R,19.89430469,28.97940558,0,0
R,6.797083494,160.2001864,0,1
S,-16.89524839,-141.9706315,0,1
R,-7.522628312,127.7729422,0,0
T,-15.95510369,-248.092339,0,0
U,-17.47827805,-273.2694134,0,0
S,-36.20809865,4.173974226,0,1
R,-3.358595827,-74.63639098,0,0
R,-5.020874237,423.3473338,0,1
U,-51.54678135,17.59965679,1,0
T,-20.75415116,-156.4080897,0,0
S,-52.48973205,355.119618,0,0
T,-0.440066117,-202.5730917,0,0
S,-4.458659998,-251.0960962,0,0
T,-31.11995867,6.500364608,0,0
U,-13.82560193,20.01233732,1,0
R,5.701320888,115.049188,0,1
R,19.79850708,261.8342025,0,1
S,-16.34680205,-83.3517638,0,1
T,-28.47585171,-157.3526035,0,1
T,13.42329611,-479.991581,0,0
S,-2.314458696,7.419445525,0,0
U,-58.86092229,58.0495641,1,1
U,-0.964211718,-336.6420286,1,1
T,-15.7704352,-415.3299342,0,1
U,-5.761347796,-153.5627345,1,1
R,-20.78045212,253.4187502,0,0
S,-16.04472511,-13.16570339,0,0
R,-6.873873189,142.900231,0,1
T,0.795496417,-46.47783845,0,0
U,-40.52909821,-30.95049938,1,0
S,7.351767072,-124.6426436,0,0
U,-22.50005505,-220.0677403,1,1
S,-69.07726796,-59.61283054,0,0
S,27.1902718,-518.0074091,0,1
R,-0.305517636,334.8674674,0,1
T,-5.282320906,-25.08085702,0,0
R,-20.38401943,202.1550235,0,1
S,2.419350872,-144.4834611,0,0
S,24.64565103,-149.9460688,0,0
S,-27.95243345,-2.393228634,0,1
T,-31.26288035,-349.415759,0,0
T,-14.01484106,-293.9989323,0,1
U,-29.8357499,-208.7974281,1,1
S,-22.02559488,-136.4692784,0,0
U,23.99060695,-375.6387145,1,1
T,-45.68083104,-289.6218292,0,0
S,11.60829174,-531.9607632,0,0
R,-4.644193947,375.1133675,0,1
U,-49.20109786,35.22139595,1,1
T,-9.439127829,-212.9339423,0,0
T,-3.137507644,-84.62332249,0,0
U,4.641357874,-227.4725149,1,1
S,52.21391798,-379.8567634,0,1
S,-30.60342251,-3.49364277,0,1
S,-14.40589786,57.09746159,1,1
U,-36.05777903,107.0810537,1,1
R,-12.66247741,134.1470366,0,1
T,-36.65316167,-234.3536831,0,0
U,-11.14478994,-161.3305224,0,0
U,-48.22751145,-52.81757223,1,1
R,-18.96725342,24.84501108,0,0
U,-12.61855831,-97.05940706,1,1
T,-9.593330733,-328.8723784,0,1
T,-4.278015367,187.5773124,0,1
R,-4.069995769,274.74285,0,0
S,-9.486430311,137.1529487,0,0
S,-12.8571526,-0.129839315,0,1
U,16.45436424,-364.3128008,1,1
S,-31.89786148,155.4155337,0,0
U,-18.37306122,-395.2763918,1,0
U,-47.47857512,102.7002484,1,1
T,-2.271404104,-233.6337837,0,1
T,-16.97319276,-347.9114751,0,1
U,35.66501901,-767.7755174,1,1
R,-27.20429654,329.8551445,0,0
S,11.76584669,114.8623403,0,1
U,35.17476188,-423.1291195,1,0
T,-31.09933322,-485.157059,0,1
U,37.60944937,-559.0874434,1,0
S,-0.091228863,-247.440697,0,1
T,-12.31070861,-290.1696159,0,1
T,-23.70408207,-216.6765781,0,0
U,-37.16173295,170.4230761,1,1
R,3.17899675,-122.3216958,0,0
R,-13.48988026,318.7450049,0,1
T,-39.08155335,-413.7865354,0,0
S,-46.84898105,12.15011599,0,0
S,14.45321054,-258.1502321,0,0
U,-30.35255636,-81.7659041,0,1
S,-15.70077553,-145.6137939,0,1
U,-22.6043215,-14.91161059,1,1
T,-35.53966029,-214.5064518,0,0
U,-33.09524631,73.82192061,0,0
U,-27.22583282,-379.639718,0,1
S,-47.37552887,-61.14780984,1,0
S,-22.31713875,-45.09019019,0,0
R,9.378325219,180.4737862,0,1
R,-33.87794382,511.11324,0,1
R,-25.38108908,311.1938688,0,1
S,8.470992552,-11.4627998,0,1
S,-15.61572757,114.0987442,0,0
S,-18.60234304,49.73922001,0,0
S,15.63635224,-201.3973213,0,1
T,-28.20350271,67.06742288,0,0
U,-4.058917896,-171.3074213,1,0
U,-21.42440352,-96.43844569,1,1
U,28.76483562,-514.5887309,1,1
R,-25.03406724,51.77731766,0,0
S,-8.800928644,-15.20393038,0,0
S,10.4765534,-117.8956544,1,1
T,-24.06768004,-254.0957612,0,1
T,-27.48966972,-98.45101457,0,0
S,21.11357047,-361.2157219,0,1
R,-8.384569532,-73.21704675,0,0
R,-26.37779586,151.0505078,0,0
U,-6.530326559,-256.7786581,1,0
U,-46.2321159,149.8759557,1,1
S,-10.29087468,108.6730028,0,0
